Day,No,Word,Meaning,Target_Score,TOEIC_Frequency,Word_Type,Difficulty,Theme,Synonyms,Antonyms,Related_Words
3,50,drape,(방 등을 커튼 등으로)장식하다,650,6,verb,intermediate,시설/장소,"cover, adorn, decorate","uncover, expose","fixture, interior, premises"
3,51,elegant,"우아한, 고상한",650,6,adjective,intermediate,시설/장소,"sophisticated, refined, graceful","sloppy, crude","aesthetic, decor, premium"
3,52,security,"보안,안전,보호",650,5,other,intermediate,시설/장소,"safety, protection, safeguard","vulnerability, danger","access, protocol, surveillance"
3,53,densely,"빽빽히, 밀집하여",650,5,other,intermediate,시설/장소,"compactly, tightly, closely","sparsely, loosely","area, concentration, proximity"
3,54,district,"지역, 지구",650,5,other,intermediate,시설/장소,"zone, area, region",none,"location, premises, facility"
3,55,relocation,"이전, 재배치",650,5,other,intermediate,시설/장소,"move, shift, transfer",none,"site, facility, lease, premises"
3,56,adjacent,인접한,650,5,other,intermediate,시설/장소,"neighboring, adjoining, nearby","distant, separate","proximity, location, facility"
3,57,install,"설치하다, 장치하다",650,5,other,intermediate,시설/장소,"set up, position, implement","remove, dismantle","maintenance, equipment, configuration"
3,58,architect,건축가,650,5,other,intermediate,시설/장소,"designer, planner, builder",none,"blueprint, construction, structure"
3,59,utility,"공공시설, 공공요금",650,5,other,intermediate,시설/장소,"service, amenity, resource",none,"maintenance, infrastructure, billing"
3,60,less,"보다 적은, 덜한",650,10,adjective,basic,재무/회계,"fewer, smaller, reduced","more, greater","expense, budget, decrease"
3,61,cover,"포함하다, 지불하다, 덮다",650,10,verb,basic,재무/회계,"include, compensate, reimburse","exclude, omit","expense, budget, policy"
3,62,demand,"수요, 요구하다",650,10,noun,intermediate,재무/회계,"requirement, request, necessity","supply, surplus","forecast, inventory, consumer"
3,63,outstanding,"우수한, (부채 등이)미지불 된",650,10,adjective,intermediate,재무/회계,"excellent, superior, unpaid","mediocre, settled","balance, overdue, performance"
3,64,price,가격,650,10,noun,basic,재무/회계,"cost, rate, fee",none,"budget, expense, quote"
3,65,reduce,"줄이다, 감소시키다",650,10,verb,basic,재무/회계,"decrease, lower, minimize","increase, expand","budget, expense, cost"
3,66,cost,"비용, (비용)이 들다",650,10,noun,basic,재무/회계,"expense, price, charge","revenue, income","budget, invoice, fee"
3,67,total,"총계의, 전부의",650,10,adjective,basic,재무/회계,"entire, comprehensive, sum","partial, incomplete","amount, calculation, figure"
3,68,financial,"재정의, 금전상의",650,10,adjective,basic,재무/회계,"monetary, fiscal, economic",none,"accounting, investment, assets"
3,69,annual,매년의,650,10,adjective,basic,재무/회계,"yearly, recurring, periodic","daily, infrequent","report, budget, review"
3,70,increase,"인상, 증가, 증가하다",650,10,noun,basic,재무/회계,"raise, growth, expansion","decrease, reduction","revenue, profit, cost"
3,71,nearly,"거의, 대략",650,10,adverb,basic,재무/회계,"almost, approximately, virtually","exactly, precisely","estimate, calculation, total"
3,72,rate,요금,650,10,noun,basic,재무/회계,"fee, charge, price",none,"cost, expense, estimate"
3,73,revenue,수입,650,10,noun,basic,재무/회계,"income, earnings, gross","expense, expenditure","profit, budget, ledger"
3,74,sale,"매출액, 매상고, (할인) 판매",650,10,noun,basic,재무/회계,"turnover, transaction, revenue","purchase, acquisition","profit, budget, margin"
3,75,profit,"수익, 이익",650,10,noun,basic,재무/회계,"earnings, gain, return","loss, expense","revenue, budget, income"
3,76,statement,"명세서, 성명서",650,10,noun,basic,재무/회계,"declaration, report, summary","denial, ambiguity","invoice, account, balance"
3,77,increasing,증가하는,650,10,adjective,basic,재무/회계,"rising, growing, expanding","decreasing, shrinking","trend, revenue, growth"
3,78,accounting,회계,650,10,noun,basic,재무/회계,"bookkeeping, finance, auditing",none,"budget, expense, transaction"
3,79,account,"계좌, 설명, 고려, (~의 이유를) 밝히다, 설명하다
(~의 비율을) 차지하다",650,10,noun,basic,재무/회계,"ledger, statement, explanation",none,"balance, transaction, report"
3,80,budget,예산,650,10,noun,basic,재무/회계,"estimate, funds, allocation",none,"expense, revenue, finance"
4,1,target,"목표, 목표로 삼다",650,10,noun,basic,마케팅/광고,"goal, objective, aim",none,"strategy, achievement, revenue"
4,2,feature,"특징, 특색, 특징으로 삼다, 특별히 포함하다",650,10,noun,basic,마케팅/광고,"characteristic, attribute, highlight",none,"design, specification, product"
4,3,promote,"승진시키다, 촉진하다",650,10,verb,basic,마케팅/광고,"advertise, advance, boost","demote, hinder","campaign, strategy, product"
4,4,competitor,"경쟁업체, 경쟁자",650,10,noun,basic,마케팅/광고,"rival, challenger, opposition","partner, ally","market share, strategy, industry"
4,5,prospective,"장래의,미래의",650,9,adjective,intermediate,마케팅/광고,"potential, future, promising","past, former","client, lead, opportunity"
4,6,popular,인기 있는,650,9,adjective,basic,마케팅/광고,"prevalent, favored, accepted","unpopular, obscure","demand, trend, visibility"
4,7,competition,경쟁,650,9,noun,intermediate,마케팅/광고,"rivalry, contest, market","cooperation, partnership","competitor, market share, strategy"
4,8,increasingly,"점점, 더욱더",650,9,adverb,intermediate,마케팅/광고,"progressively, steadily, gradually","decreasingly, rarely","trend, market share, growth"
4,9,boost,"(경기를) 부양시키다, 상승시키다",650,9,verb,intermediate,마케팅/광고,"increase, raise, stimulate","decrease, suppress","revenue, profit, sales"
4,10,launch,(신제품을) 출시하다,650,9,verb,basic,마케팅/광고,"release, introduce, debut","withdraw, discontinue","product line, marketing, campaign"
4,11,advertisement,광고,650,9,noun,basic,마케팅/광고,"commercial, promotion, ad",none,"publicity, media, target audience"
4,12,campaign,"운동, 캠페인",650,9,noun,basic,마케팅/광고,"drive, initiative, effort",none,"strategy, marketing, promote"
4,13,introduce,"(신제품을) 발표하다, 소개하다",650,9,verb,basic,마케팅/광고,"launch, unveil, present","withdraw, discontinue","announcement, product, campaign"
4,14,attract,"끌다, 유인하다",650,9,verb,basic,마케팅/광고,"appeal, entice, lure","repel, deter","consumer, demand, prospect"
4,15,prospect,"전망, 예상",650,9,noun,intermediate,마케팅/광고,"outlook, potential, forecast","certainty, history","viable, market, opportunity"
4,16,strategy,전략,650,9,noun,intermediate,마케팅/광고,"plan, approach, tactic","randomness, disorder","objective, goal, implementation"
4,17,brochure,"(홍보용) 소책자, 브로셔",650,9,noun,basic,마케팅/광고,"pamphlet, leaflet, flyer",none,"advertise, promotion, distribution"
4,18,press,"언론(계), 보도기관, 누르다",650,9,noun,basic,마케팅/광고,"media, journalism, coverage",none,"announce, public relations, release"
4,19,appeal,"관심을 끌다, 매력적이다",650,8,verb,intermediate,마케팅/광고,"attract, entice, captivate","repel, discourage","marketing, promotion, consumer"
4,20,draw,"끌다, 끌어당기다",650,8,verb,basic,마케팅/광고,"attract, lure, entice","repel, discourage","appeal, audience, promotion"
4,21,commercial,"상업의, 상업적인, 광고",650,8,adjective,intermediate,마케팅/광고,"business, promotional, marketable","non-profit, private","advertisement, revenue, transaction"
4,22,exhibition,전시회,650,8,noun,intermediate,마케팅/광고,"trade show, expo, display",none,"venue, marketing, promote"
4,23,renowned,"저명한, 유명한, 명성이 있는",650,8,adjective,intermediate,마케팅/광고,"famous, notable, celebrated","unknown, obscure","reputation, prestigious, expert"
4,24,demonstration,"설명, 드러냄, 시연",650,8,noun,intermediate,마케팅/광고,"presentation, display, exhibition","concealment, hiding","showcase, launch, illustrate"
4,25,surpass,"~을 능가하다, 넘어서다",650,8,verb,intermediate,마케팅/광고,"exceed, excel, outdo","fail, fall short","benchmark, achievement, performance"
4,26,sponsor,"후원하다, 후원자",650,8,verb,basic,마케팅/광고,"fund, support, finance","oppose, boycott","advertisement, campaign, endorse"
4,27,edge,"우위, 유리함, 가장자리, 끝",650,8,noun,intermediate,마케팅/광고,"advantage, superiority, lead","disadvantage, drawback","competitor, leverage, strategy"
4,28,publicize,"공표하다, 광고하다, 선전하다",650,7,verb,intermediate,마케팅/광고,"promote, advertise, announce","conceal, suppress","campaign, media, release"
4,29,aggressively,적극적으로,650,7,adverb,intermediate,마케팅/광고,"vigorously, proactively, assertively","passively, mildly","strategy, campaign, competitive"
4,30,prominently,"눈에 잘 띄게, 두드러지게",650,7,adverb,intermediate,마케팅/광고,"visibly, conspicuously, noticeably","subtly, hidden","display, feature, highlight"
4,31,browse,"훑어보다, 둘러보다",650,7,verb,intermediate,마케팅/광고,"look through, scan, examine","scrutinize, purchase","online catalog, selection, retail"
4,32,dealer,"판매업자, 상인",650,7,noun,basic,마케팅/광고,"vendor, retailer, distributor","customer, buyer","supply chain, procurement, sales"
4,33,entry,"(경기 등의) 참가자, 출품물",650,7,noun,intermediate,마케팅/광고,"submission, contestant, participant",none,"competition, application, registration"
4,34,prominent,"유명한, 두드러진",650,7,adjective,intermediate,마케팅/광고,"noticeable, distinguished, significant","minor, obscure","reputation, feature, campaign"
4,35,prevalent,"유행하고 있는, 널리 퍼진",650,7,adjective,intermediate,마케팅/광고,"common, widespread, pervasive","rare, unusual","trend, general, ubiquitous"
4,36,desire,"욕구, 갈망, 원하다, 바라다",650,6,noun,intermediate,마케팅/광고,"wish, craving, aspiration","indifference, dislike","demand, consumer, preference"
4,37,exotic,"이국적인, 매혹적인",650,6,adjective,intermediate,마케팅/광고,"foreign, tropical, unusual","familiar, domestic","destination, tourism, attractive"
4,38,celebrity,"유명 인사, 명사",650,6,noun,intermediate,마케팅/광고,"dignitary, notable, figure","nobody, unknown","endorsement, spokesperson, campaign"
4,39,bargain,"특가품, 흥정",650,5,other,intermediate,마케팅/광고,"deal, discount, special offer",overcharge,"negotiation, purchase, affordable"
4,40,acclaim,"호평, 찬사",650,5,other,intermediate,마케팅/광고,"praise, recognition, commendation","criticism, disapproval","review, reputation, positive"
4,41,market,시장,650,5,other,intermediate,마케팅/광고,"marketplace, demand, industry",none,"target, consumer, analyze"
4,42,retail,소매,650,5,other,intermediate,마케팅/광고,"sales, commerce, merchandising",wholesale,"consumer, purchase, chain store"
4,43,agree,동의하다,650,10,verb,basic,계약/협상,"consent, concur, assent","disagree, object","contract, approve, terms"
4,44,condition,조건,650,10,noun,basic,계약/협상,"term, requirement, stipulation",none,"contract, agreement, policy"
4,45,extended,"(기간 등을)연장한, 장기간에 걸친",650,9,adjective,intermediate,계약/협상,"prolonged, lengthened, continuous","short, brief, limited","terminate, renew, duration"
4,46,exclusive,"독점적인, 배타적인",650,9,adjective,intermediate,계약/협상,"sole, private, proprietary","shared, open","contract, agreement, limited"
4,47,fulfill,"(조건을) 만족시키다, (약속 및 의무 등을) 지키다, 이행하다",650,9,verb,intermediate,계약/협상,"satisfy, meet, execute","fail, neglect","requirement, obligation, commitment"
4,48,advantage,"이점, 강점",650,9,noun,basic,계약/협상,"benefit, asset, superiority","disadvantage, drawback","leverage, competitor, proposal"
4,49,accept,"수락하다, 승낙하다",650,9,verb,basic,계약/협상,"agree, approve, consent","reject, decline","proposal, offer, terms"
4,50,propose,제안하다,650,9,verb,basic,계약/협상,"suggest, recommend, submit","withdraw, reject","proposal, negotiation, terms"
4,51,reject,"거절하다, 거부하다",650,9,verb,intermediate,계약/협상,"decline, refuse, deny","accept, approve","proposal, application, unsuccessful"
4,52,lease,임대차(계약),650,9,noun,basic,계약/협상,"rent, agreement, tenancy","purchase, ownership","contract, renew, property"
4,53,contractor,"계약자, 도급업자",650,9,noun,intermediate,계약/협상,"vendor, freelancer, consultant","employee, staff","contract, agreement, hire"
4,54,exclusively,"오로지, 독점적으로",650,8,adverb,intermediate,계약/협상,"solely, uniquely, strictly","inclusively, generally","contract, agreement, clause"
4,55,mutually,"서로, 상호간에",650,8,adverb,intermediate,계약/협상,"reciprocally, jointly, together","individually, separately","agreement, negotiation, compromise"
4,56,expiration,"(기간·임기 등의) 만료, 만기",650,8,noun,intermediate,계약/협상,"expiry, termination, deadline","inception, beginning","renewal, valid, duration"
4,57,warranty,"(품질 등의) 보증, 보증서",650,8,noun,intermediate,계약/협상,"guarantee, assurance, coverage",none,"defect, term, service"
4,58,amend,수정하다,650,8,verb,intermediate,계약/협상,"revise, modify, alter","maintain, preserve","revision, clause, document"
4,59,consent,"동의, 허락",650,8,noun,intermediate,계약/협상,"agreement, permission, approval","refusal, dissent","signature, authorization, term"
4,60,contrary,반대,650,7,noun,intermediate,계약/협상,"opposite, conflicting, opposing","agreement, conformity","dispute, objection, disagreement"
4,61,acquisition,"인수, 구입한 것",650,7,noun,intermediate,계약/협상,"takeover, purchase, merger","divestiture, sale","contract, negotiation, agreement"
4,62,reluctantly,"마지못해, 꺼려하여",650,6,adverb,intermediate,계약/협상,"unwillingly, hesitantly, grudgingly","willingly, eagerly","agreement, negotiate, comply"
4,63,negotiation,"협상,교섭",650,5,other,intermediate,계약/협상,"bargaining, discussion, dealing",none,"contract, agreement, compromise"
4,64,stipulation,계약 조건,650,5,other,intermediate,계약/협상,"condition, term, provision",none,"contract, clause, agreement"
4,65,agreement,"계약,협정,합의",650,5,other,intermediate,계약/협상,"contract, understanding, settlement","dispute, disagreement","sign, terms, negotiation"
4,66,compromise,"타협,화해",650,5,other,intermediate,계약/협상,"negotiation, settlement, adjustment","disagreement, stalemate","contract, agreement, dispute"
4,67,deadlock,교착 상태,650,5,other,intermediate,계약/협상,"stalemate, impasse, standoff","breakthrough, agreement","compromise, negotiation, dispute"
4,68,proposal,"제안,계획",650,5,other,intermediate,계약/협상,"suggestion, plan, submission","rejection, withdrawal","contract, negotiate, terms"
4,69,term,"조건, 임기, 기한",650,5,other,intermediate,계약/협상,"condition, provision, duration",none,"agreement, contract, negotiate"
4,70,expire,(계약 등이)만료되다,650,5,other,intermediate,계약/협상,"terminate, lapse, run out","renew, validate","contract, renewal, term"
4,71,contract,"계약(서),계약하다,수축하다",650,5,other,intermediate,계약/협상,"agreement, treaty, pact","disagreement, breach","negotiate, terms, clause"
4,72,signature,서명,650,5,other,intermediate,계약/협상,"autograph, endorsement, inscription",none,"authorization, document, contract"
4,73,renew,(계약 등을)갱신하다,650,5,other,intermediate,계약/협상,"extend, reestablish, renovate","cancel, terminate","contract, agreement, expiration"
4,74,dispute,"분쟁,논쟁",650,5,other,intermediate,계약/협상,"conflict, argument, disagreement","agreement, harmony","negotiation, settlement, lawsuit"
4,75,option,선택권,650,5,other,intermediate,계약/협상,"choice, selection, alternative","requirement, obligation","alternative, preference, mandatory"
4,76,objection,"반대,이의",650,5,other,intermediate,계약/협상,"opposition, protest, challenge","agreement, approval","negotiate, dispute, resolution"
4,77,bid,입찰,650,5,other,intermediate,계약/협상,"offer, tender, proposal","withdrawal, retraction","contract, quotation, procurement"
4,78,subject,"~의 영향을 받기 쉬운, (동의 등을)조건으로 하는
~에게 (~을) 받게하다",650,5,other,intermediate,계약/협상,"conditional, dependent, liable","unconditional, independent","term, provision, approval"
4,79,settle,"해결하다,처리하다",650,5,other,intermediate,계약/협상,"resolve, conclude, reconcile","complicate, prolong","negotiation, dispute, agreement"
4,80,terminate,"끝내다,종결시키다",650,5,other,intermediate,계약/협상,"end, cancel, cease","commence, extend","contract, expiration, clause"
5,1,meet,(필요〮요구 등을 만족시키다),650,10,verb,basic,생산/제조,"satisfy, fulfill, comply with","fail, miss","standard, requirement, specification"
5,2,manufacturer,"제조 회사, 제조업자",650,10,noun,basic,생산/제조,"producer, maker, factory","customer, retailer","produce, assembly, supply"
5,3,quality,"품질, 질",650,10,noun,basic,생산/제조,"standard, characteristic, excellence","inferiority, defect","inspection, production, standard"
5,4,reliable,"믿을 만한, 신뢰할 수 있는",650,10,adjective,intermediate,생산/제조,"dependable, trustworthy, consistent","unreliable, unstable","quality, standard, guarantee"
5,5,productivity,생산성,650,10,noun,basic,생산/제조,"efficiency, output, capacity","inefficiency, idleness","manufacture, operate, performance"
5,6,operation,수술,650,10,noun,basic,생산/제조,"running, process, function","standstill, closure","operate, procedure, management"
5,7,manufacturing,제조(업)의,650,9,other,basic,생산/제조,"production, assembly, fabrication",none,"quality control, operate, facility"
5,8,inspection,"점검, 검사",650,9,noun,intermediate,생산/제조,"examination, check, review","oversight, neglect","quality, standard, compliance"
5,9,acceptable,"용인되는, 받아들일 수 있는, 훌륭한, 
만족스러운",650,9,adjective,intermediate,생산/제조,"satisfactory, adequate, suitable","unacceptable, insufficient","standard, quality control, requirement"
5,10,operate,"(기계 등이) 작동하다, 움직이다",650,9,verb,basic,생산/제조,"function, run, manage","fail, halt","machinery, maintenance, procedure"
5,11,sufficiently,충분히,650,9,adverb,intermediate,생산/제조,"adequately, enough, satisfactorily","insufficiently, poorly","requirement, capacity, standard"
5,12,produce,생산하다,650,9,verb,basic,생산/제조,"manufacture, generate, yield","consume, destroy","output, facility, operations"
5,13,defective,결함이 있는,650,9,adjective,intermediate,생산/제조,"flawed, faulty, imperfect","functional, flawless","recall, guarantee, quality control"
5,14,capacity,"용량, 수용력, 역할",650,9,noun,intermediate,생산/제조,"volume, capability, potential",limitation,"maximize, output, quota"
5,15,component,"부품, (구성)요소",650,9,noun,intermediate,생산/제조,"part, element, ingredient",whole,"assembly, specification, equipment"
5,16,make,"~을 하다, ~을 만들다",650,9,verb,basic,생산/제조,"produce, manufacture, create",destroy,"quality, operation, factory"
5,17,material,"재료, 물질",650,9,noun,basic,생산/제조,"component, substance, raw material",none,"supply, inventory, manufacturing"
5,18,production,"생산량, 생산",650,9,noun,basic,생산/제조,"output, manufacturing, yield","consumption, idling","capacity, quality control, operate"
5,19,eliminate,제거하다,650,9,verb,intermediate,생산/제조,"remove, abolish, discard","include, incorporate","reduce, efficiency, production"
5,20,fuel,연료,650,9,noun,basic,생산/제조,"energy, power, resource",none,"operate, consumption, inventory"
5,21,examination,"진찰, 검사",650,9,noun,basic,생산/제조,"inspection, scrutiny, audit","disregard, neglect","inspect, quality, test"
5,22,emission,"배기가스, 방출",650,9,noun,intermediate,생산/제조,"release, discharge, output","absorption, containment","production, regulation, pollution"
5,23,consistently,"항상, 일관되게",650,8,adverb,intermediate,생산/제조,"uniformly, regularly, steadily","erratically, inconsistently","quality, standard, maintain"
5,24,sample,"견본,샘플,표본,시식하다,(견본으로 질을) 시험하다",650,8,noun,basic,생산/제조,"specimen, example, trial","entirety, whole","quality, testing, inspection"
5,25,inspect,"~을 검사하다, 조사하다",650,8,verb,intermediate,생산/제조,"examine, check, scrutinize","overlook, disregard","quality, audit, facility"
5,26,combine,결합시키다,650,8,verb,basic,생산/제조,"merge, integrate, unite","separate, divide","assembly, component, acquisition"
5,27,substitute,"대용품, 대신하다",650,8,verb,intermediate,생산/제조,"replacement, backup, alternate","original, primary","alternative, temporary, material"
5,28,consumption,"소비(량), 소모",650,8,noun,intermediate,생산/제조,"usage, utilization, spending","production, saving","resources, quantity, demand, supply"
5,29,device,장치,650,8,noun,basic,생산/제조,"apparatus, mechanism, gadget",none,"equipment, machinery, tool, component"
5,30,specification,"명세서, 설명서, 사양",650,8,noun,intermediate,생산/제조,"requirement, detail, blueprint","generalization, abstraction","manual, comply, standard"
5,31,ingredient,"재료, 성분",650,8,noun,intermediate,생산/제조,"component, element, factor",none,"raw material, quality, manufacture"
5,32,chemical,화학 제품,650,8,noun,basic,생산/제조,"substance, compound, agent",none,"material, ingredient, formula"
5,33,measurement,"측정, 측량, 치수",650,8,noun,intermediate,생산/제조,"dimension, gauge, assessment",none,"standard, evaluate, quantity"
5,34,waste,"쓰레기, 폐기물",650,8,noun,basic,생산/제조,"rubbish, refuse, discard","asset, resource","disposal, recycling, pollution"
5,35,deficient,"부족한, 불충분한",650,7,adjective,advanced,생산/제조,"inadequate, insufficient, lacking","sufficient, abundant","quality, supply, standard"
5,36,freshness,신선함,650,7,noun,intermediate,생산/제조,"novelty, vitality, quality","staleness, decay","production, inventory, expiration date"
5,37,discharge,방출하다,650,7,verb,intermediate,생산/제조,"release, emit, dispense","contain, absorb","waste, regulation, operation"
5,38,contaminate,오염시키다,650,7,verb,intermediate,생산/제조,"pollute, taint, spoil","purify, cleanse","quality control, safety, regulation"
5,39,preserve,"보존하다, 보호하다",650,7,verb,intermediate,생산/제조,"maintain, conserve, protect","destroy, damage","storage, quality, facility"
5,40,deplete,고갈시키다,650,7,verb,intermediate,생산/제조,"exhaust, consume, drain","replenish, restore","resource, inventory, shortage"
5,41,purify,정화시키다,650,6,verb,intermediate,생산/제조,"refine, filter, cleanse","contaminate, pollute","quality, standard, process"
5,42,fabric,"섬유, 천",650,6,noun,intermediate,생산/제조,"material, textile, cloth",none,"raw material, production, inventory"
5,43,automotive,자동차의,650,6,adjective,intermediate,생산/제조,"vehicular, motorized, self-propelled",none,"assembly line, transportation, manufacturing"
5,44,commodity,"상품, 산물",650,5,other,intermediate,생산/제조,"good, product, merchandise",service,"supply, demand, trade"
5,45,article,"물품, 물건, 기사, 논설",650,5,other,intermediate,생산/제조,"item, commodity, publication",none,"inventory, goods, produce"
5,46,prevention,예방,650,5,other,intermediate,생산/제조,"avoidance, hindrance, safeguard","causation, initiation","safety, precaution, measure"
5,47,delivery,배달,650,10,noun,basic,물류/배송,"shipment, dispatch, conveyance","pick-up, collection","transport, logistics, tracking"
5,48,arrive,도착하다,650,10,verb,basic,물류/배송,"reach, come, get to","depart, leave","shipment, destination, delivery"
5,49,inventory,"재고품, 재고 목록",650,10,noun,intermediate,물류/배송,"stock, merchandise, supply","shortage, scarcity","storage, warehouse, shipment"
5,50,order,"주문하다, 주문, 주문품",650,10,noun,basic,물류/배송,"request, command, purchase","cancel, receive","delivery, purchase, invoice"
5,51,supply,"공급하다, 공급, 비품, 소모품",650,10,noun,basic,물류/배송,"provide, provision, stock","demand, shortage","inventory, logistics, vendor"
5,52,transportation,"교통 (수단), 운송 수단",650,10,noun,basic,물류/배송,"conveyance, delivery, transit",none,"shipment, vehicle, route"
5,53,receive,"받다, 수취하다",650,10,verb,basic,물류/배송,"accept, obtain, acquire","send, transmit","recipient, delivery, invoice"
5,54,vehicle,"차량, 운송 수단",650,10,noun,basic,물류/배송,"transport, automobile, carrier",none,"shipment, logistics, delivery"
5,55,domestic,"국내의, 국산의",650,9,adjective,intermediate,물류/배송,"local, native, internal","international, foreign, global","export, import, logistics"
5,56,forward,"앞으로, (물건, 정보를)보내다",650,9,verb,basic,물류/배송,"transmit, send, dispatch","receive, withhold","shipment, delivery, logistics"
5,57,provider,"공급자, 제공자",650,9,noun,basic,물류/배송,"supplier, vendor, distributor","recipient, consumer","supply chain, procurement, logistics"
5,58,ship,"(배나 다른 운송 수단으로)운송하다,수송하다
선박, 배",650,9,verb,basic,물류/배송,"transport, dispatch, convey",receive,"freight, container, carrier"
5,59,outgoing,"(장소를)출발하는, 떠나는, (지위를) 떠나는",650,9,adjective,basic,물류/배송,"departing, outward, exiting","incoming, arriving","shipment, delivery, freight"
5,60,distribute,"배포하다, 배급하다",650,9,verb,intermediate,물류/배송,"disseminate, circulate, allocate","collect, retain","shipment, delivery, logistics"
5,61,short,부족한,650,9,adjective,basic,물류/배송,"insufficient, deficient, scarce","abundant, sufficient","shortage, deficit, lack"
5,62,damaged,"손상된, 손해를 입은",650,9,adjective,basic,물류/배송,"impaired, spoiled, defective","repaired, intact","claim, compensation, shipment"
5,63,warehouse,"창고, 저장소",650,9,noun,intermediate,물류/배송,"depot, storage facility, stockroom",none,"inventory, logistics, shipment"
5,64,carrier,"항공사, 수송기, 수송 회사",650,9,noun,basic,물류/배송,"transporter, shipper, haulage company",none,"shipment, freight, logistics"
5,65,passenger,승객,650,9,noun,basic,물류/배송,"traveler, commuter, tourist","driver, crew","flight, booking, itinerary"
5,66,storage,"보관소, 저장소",650,9,noun,basic,물류/배송,"warehouse, repository, inventory",none,"logistics, facility, keep stock"
5,67,customs,세관,650,9,noun,basic,물류/배송,"tariff, duties, inspection",none,"declaration, shipment, import"
5,68,destination,목적지,650,9,noun,basic,물류/배송,"goal, terminus, location","origin, departure","itinerary, route, shipment"
5,69,transfer,"보내다, 전근시키다",650,9,verb,intermediate,물류/배송,"relocate, move, transmit","retain, keep","shipment, delivery, dispatch"
5,70,drive,"(차 등을) 운전하다, 타고 가다, 조종하다",650,9,verb,basic,물류/배송,"operate, pilot, maneuver",none,"vehicle, logistics, route"
5,71,rapid,"빠른, 신속한",650,9,adjective,intermediate,물류/배송,"swift, quick, accelerated","slow, gradual","delivery, shipment, efficient"
5,72,distribution,"분배, 배급",650,9,noun,basic,물류/배송,"allocation, dispersal, circulation","collection, retention","shipment, transport, warehouse"
5,73,fare,교통 요금,650,9,noun,basic,물류/배송,"fee, charge, tariff",none,"transport, expense, ticket"
5,74,congestion,"(교통의)체증, 혼잡",650,9,noun,intermediate,물류/배송,"crowding, gridlock, bottleneck","clearance, openness","traffic, transit, delay"
5,75,transit,"교통, 수송",650,9,noun,intermediate,물류/배송,"transportation, conveyance, shipment","immobility, standstill","delivery, logistics, route"
5,76,damage,"피해, 손해, (물건을) 손상시키다",650,9,noun,basic,물류/배송,"harm, loss, detriment","repair, benefit","insurance, claim, liability"
5,77,fill,"~을 채우다, (주문대로) 이행하다",650,8,verb,basic,물류/배송,"complete, execute, fulfill","empty, cancel","order, request, shipment"
5,78,missing,"분실된, 없어진",650,8,adjective,basic,물류/배송,"absent, lost, unaccounted for","present, available","inventory, locate, shipment"
5,79,move,"옮기다, 움직이다, 조치, 수단, 이동, 이사",650,8,verb,basic,물류/배송,"transfer, relocate, action","remain, stabilize","logistics, shipment, shift"
5,80,securely,"(매듭 등이) 단단하게, 튼튼하게",650,8,adverb,intermediate,물류/배송,"safely, firmly, tightly","loosely, precariously","packing, storage, protection, handling"
6,1,development,"개발, 발전",650,10,noun,basic,연구개발,"progress, expansion, growth","stagnation, decline","research, innovation, technology"
6,2,environmental,환경적인,650,10,adjective,basic,연구개발,"ecological, natural, sustainability",none,"sustainability, regulation, impact"
6,3,compatible,"호환되는, 양립할 수 있는",650,9,adjective,intermediate,연구개발,"consistent, matching, suitable","incompatible, conflicting","integration, system, specification"
6,4,advanced,"고급의, 진보한, 앞선",650,9,adjective,intermediate,연구개발,"sophisticated, progressive, cutting-edge","basic, rudimentary","technology, innovation, feature"
6,5,innovative,혁신적인,650,9,adjective,intermediate,연구개발,"pioneering, creative, cutting-edge","conventional, outdated","development, technology, breakthrough"
6,6,examine,조사하다,650,9,verb,intermediate,연구개발,"inspect, review, investigate","overlook, ignore","assessment, survey, data"
6,7,analysis,분석,650,9,noun,intermediate,연구개발,"evaluation, examination, breakdown","synthesis, assumption","data, statistics, report"
6,8,analyze,"분석하다, 분석적으로 검토하다",650,9,verb,intermediate,연구개발,"examine, assess, study","guess, ignore","findings, methodology, evaluate"
6,9,survey,설문 조사,650,9,noun,intermediate,연구개발,"questionnaire, poll, investigation",none,"data, analyze, research"
6,10,analyst,분석가,650,9,noun,basic,연구개발,"researcher, examiner, scrutinizer",none,"evaluate, statistics, interpret"
6,11,manual,"설명서, 안내서",650,9,noun,basic,연구개발,"guide, handbook, instruction",none,"procedure, operation, troubleshoot"
6,12,research,"연구, 조사",650,9,noun,basic,연구개발,"investigation, study, analysis",none,"innovation, develop, data"
6,13,enhance,"(질 등을) 향상시키다, 높이다, 강화하다",650,9,verb,intermediate,연구개발,"improve, boost, strengthen","diminish, weaken","efficiency, quality, upgrade"
6,14,outcome,결과,650,9,noun,basic,연구개발,"result, consequence, resolution","cause, beginning","project, achievement, finalize"
6,15,search,"찾기, 수색, 조사",650,9,verb,basic,연구개발,"investigation, inquiry, look","abandon, ignore","research, analyze, survey"
6,16,study,연구,650,9,noun,basic,연구개발,"research, analysis, investigation",none,"finding, data, report"
6,17,creative,"창조적인, 독창적인",650,8,adjective,basic,연구개발,"innovative, imaginative, original","unoriginal, dull","innovation, design, develop"
6,18,upgrade,"업그레이드,개량형,업그레이드하다,개선하다",650,8,verb,basic,연구개발,"improve, modernize, enhance","downgrade, reduce","system, equipment, maintenance"
