Day,No,Word,Meaning,Target_Score,Priority,Source_Type
5,121,concisely,간결하게,800,3,Intermediate_800
5,122,disapproval,반대,800,3,Intermediate_800
5,123,disapprove,반대하다,800,3,Intermediate_800
5,124,do A a favor,A를 도와주다,800,3,Intermediate_800
5,125,do a good job,일을 잘 해내다,800,3,Intermediate_800
5,126,draw a distinction between,~사이에 구별을 짓다,800,3,Intermediate_800
5,127,exposed,"노출된, 드러난",800,3,Intermediate_800
5,128,intensive,집중적인,800,3,Intermediate_800
5,129,problematic,"문제가 있는, 확실치 않은",800,3,Intermediate_800
5,130,project coordinator,프로젝트 책임자,800,3,Intermediate_800
5,131,project management,프로젝트 관리,800,3,Intermediate_800
5,132,seating capacity,"좌석 수, 좌석 수용 능력",800,3,Intermediate_800
5,133,take care of,"~를 돌보다, 책임지다",800,3,Intermediate_800
5,134,take on,(역할·일을) 떠맡다,800,3,Intermediate_800
5,135,tremendous,거대한,800,3,Intermediate_800
5,136,under the new management,새경영진 하에서,800,3,Intermediate_800
5,137,astute,기민한,900,4,Advanced_900
5,138,bring along,"~을 데리고 가다, ~을 갖고 가다",900,4,Advanced_900
5,139,compartment,"구획, 칸막이",900,4,Advanced_900
5,140,give way to,~에게 양보하다,900,4,Advanced_900
5,141,overwork,"과로, 과로하다",900,4,Advanced_900
5,142,put down,"~을 내려놓다, ~을 적다",900,4,Advanced_900
5,143,reach the solution,해결하다,900,4,Advanced_900
5,144,recharge,재충전하다,900,4,Advanced_900
5,145,smock,"기다란 셔츠, 작업복",900,4,Advanced_900
5,146,accessibility,접근가능성,900,4,Advanced_900
5,147,coordinator,조정자,900,4,Advanced_900
5,148,customary,통상적인,900,4,Advanced_900
5,149,disrupt,"방해하다, 중단시키다",900,4,Advanced_900
5,150,elevate,승진시키다,900,4,Advanced_900
5,151,formality,"형식상의 절차, 형식적인 일",900,4,Advanced_900
5,152,restraint,"억제, 금지",900,4,Advanced_900
5,153,sign out,서명하여 외출을 기록하다,900,4,Advanced_900
5,154,undeniable,부인할 수 없는,900,4,Advanced_900
5,155,violation,"위반, 위배",900,4,Advanced_900
5,156,aggravate,악화시키다,900,4,Advanced_900
5,157,contingency,"불의의 사태, 뜻밖의 일",900,4,Advanced_900
5,158,draw the line at,"~에 선을 긋다, ~이상은 하지 않다",900,4,Advanced_900
5,159,draw up,문서를 작성하다,900,4,Advanced_900
5,160,evacuate,(집·장소에서) 대피하다,900,4,Advanced_900
5,161,in commemoration of,~을 기념하여,900,4,Advanced_900
5,162,on probation,견습으로,900,4,Advanced_900
5,163,overestimate,과대평가하다,900,4,Advanced_900
5,164,privilege,"특권, 특전",900,4,Advanced_900
5,165,restructure,구조조정을 하다,900,4,Advanced_900
5,166,segregate A from B,A를 b로부터 분리하다,900,4,Advanced_900
5,167,trigger,"야기하다, 유발하다",900,4,Advanced_900
5,168,wary of,~을 조심하는,900,4,Advanced_900
6,1,rest,"쉬다, 휴식을 취하다, 휴식, 나머지",650,1,Headword_650
6,2,exhibition,전시회,650,1,Headword_650
6,3,celebrity,"유명 인사, 명사",650,1,Headword_650
6,4,live,(라디오 · TV가) 생방송인,650,1,Headword_650
6,5,improvise,"(연주 · 연설 등을) 즉흥적으로 하다, 즉석에서 만들다",650,1,Headword_650
6,6,popular,인기 있는,650,1,Headword_650
6,7,donation,"기증, 기부",650,1,Headword_650
6,8,alumni,"동창생들, 졸업생들",650,1,Headword_650
6,9,present,"제시하다, 현재의, 참석한",650,1,Headword_650
6,10,admission,입장,650,1,Headword_650
6,11,banquet,"연회, 만찬",650,1,Headword_650
6,12,anniversary,기념일,650,1,Headword_650
6,13,required,"필수의, 의무적인",650,1,Headword_650
6,14,succeed,"성공하다, 뒤를 잇다",650,1,Headword_650
6,15,collection,"소장품, 수집물, 징수, 수금",650,1,Headword_650
6,16,fund-raising,모금,650,1,Headword_650
6,17,resume,"재개하다, 다시 시작하다",650,1,Headword_650
6,18,issue,"(출판물의)제~호, 문제, 쟁점",650,1,Headword_650
6,19,subscription,(정기 발행물의)구독,650,1,Headword_650
6,20,appear,"나타나다, 출현하다",650,1,Headword_650
6,21,accompany,"동행하다, 동반하다",650,1,Headword_650
6,22,edition,(간행물의) 판,650,1,Headword_650
6,23,specifically,"명확하게, 분명히, 특히, 특별히",650,1,Headword_650
6,24,anonymous,"익명의, 이름을 모르는",650,1,Headword_650
6,25,commit,"헌신하다, 전념하다",650,1,Headword_650
6,26,informative,"유익한, 정보를 주는",650,1,Headword_650
6,27,audience,"청중, 관중",650,1,Headword_650
6,28,author,"작가, 저자",650,1,Headword_650
6,29,note,"주목하다, 특별히 언급하다",650,1,Headword_650
6,30,antique,골동품,650,1,Headword_650
6,31,manuscript,원고,650,1,Headword_650
6,32,beneficial,"유익한, 이로운",650,1,Headword_650
6,33,upcoming,"곧 있을, 다가오는",650,1,Headword_650
6,34,lend,빌려주다,650,1,Headword_650
6,35,current,"현재의, 현행의, 통용되는",650,1,Headword_650
6,36,local,"지방의, 고장의",650,1,Headword_650
6,37,variety,"다양성, 변화, 종류, 품종",650,1,Headword_650
6,38,advocate,옹호자,650,1,Headword_650
6,39,contributor,"기고가, 공헌자",650,1,Headword_650
6,40,defy,"저항하다, (설명 · 묘사 등이) 거의 불가능하다",650,1,Headword_650
6,41,fascinating,"매혹적인, 황홀한",650,2,Basic_LCRC_650
6,42,showing,"(영화 · 연극의) 상영, 전시",650,2,Basic_LCRC_650
6,43,backpack,배낭,650,2,Basic_LCRC_650
6,44,bike,"자전거, 오토바이",650,2,Basic_LCRC_650
6,45,cabin,"조종실, 통나무집",650,2,Basic_LCRC_650
6,46,climb a mountain,산에 오르다,650,2,Basic_LCRC_650
6,47,film festival,영화제,650,2,Basic_LCRC_650
6,48,fishing,낚시,650,2,Basic_LCRC_650
6,49,gallery,"화랑, 미술관",650,2,Basic_LCRC_650
6,50,invitation,초대,650,2,Basic_LCRC_650
6,51,lawn,"잔디, 잔디밭",650,2,Basic_LCRC_650
6,52,paint,"물감, 그림을 그리다",650,2,Basic_LCRC_650
6,53,painting,"그림, 회화",650,2,Basic_LCRC_650
6,54,play cards,카드놀이를 하다,650,2,Basic_LCRC_650
6,55,public library,공공 도서관,650,2,Basic_LCRC_650
6,56,race,"경주, 경주하다",650,2,Basic_LCRC_650
6,57,resort,리조트,650,2,Basic_LCRC_650
6,58,theater,극장,650,2,Basic_LCRC_650
6,59,watch a film,영화를 보다,650,2,Basic_LCRC_650
6,60,adventure,모험,650,2,Basic_LCRC_650
6,61,art museum,미술관,650,2,Basic_LCRC_650
6,62,begin,시작하다,650,2,Basic_LCRC_650
6,63,bring,가져오다,650,2,Basic_LCRC_650
6,64,care for,"~를 돌보다, ~를 좋아하다",650,2,Basic_LCRC_650
6,65,concert,콘서트,650,2,Basic_LCRC_650
6,66,length,길이,650,2,Basic_LCRC_650
6,67,leisure,여가,650,2,Basic_LCRC_650
6,68,librarian,"도서관원, 사서",650,2,Basic_LCRC_650
6,69,menu,"메뉴, 음식, 요리",800,3,Intermediate_800
6,70,sightseeing,관광,800,3,Intermediate_800
6,71,amusement park,놀이동산,800,3,Intermediate_800
6,72,ancient history,고대 역사,800,3,Intermediate_800
6,73,artifact,공예품,800,3,Intermediate_800
6,74,auditorium,강당,800,3,Intermediate_800
6,75,be booked up,"예약이 차다, 매진되다",800,3,Intermediate_800
6,76,box office,매표소,800,3,Intermediate_800
6,77,cheerful,"쾌활한, 명랑한",800,3,Intermediate_800
6,78,choir,합창단,800,3,Intermediate_800
6,79,entertain,"즐겁게 하다, 대접하다, 환대하다",800,3,Intermediate_800
6,80,flower arrangement,꽃꽃이,800,3,Intermediate_800
6,81,flower bed,화단,800,3,Intermediate_800
6,82,go to a film,영화 보러 가다,800,3,Intermediate_800
6,83,grip,"꽉 잡다, 움켜잡다",800,3,Intermediate_800
6,84,have a race,경주하다,800,3,Intermediate_800
6,85,jog along the street,길을 따라 조깅하다,800,3,Intermediate_800
6,86,musical instrument,악기,800,3,Intermediate_800
6,87,oar,"노, 노를 젓다, 물장구를 치다",800,3,Intermediate_800
6,88,oil painting,유화,800,3,Intermediate_800
6,89,outdoor,야외의,800,3,Intermediate_800
6,90,paddle,"노, 노를 젓다, 물장구를 치다",800,3,Intermediate_800
6,91,premiere,"특별 개봉, 초연",800,3,Intermediate_800
6,92,rake leaves,(갈퀴로) 낙엽을 긁어모으다,800,3,Intermediate_800
6,93,recreational activity,오락 활동,800,3,Intermediate_800
6,94,right,"권리, 바른, 옳은",800,3,Intermediate_800
6,95,running time,(영화) 상영 시간,800,3,Intermediate_800
6,96,sail a boat,보트를 타고 항해하다,800,3,Intermediate_800
6,97,slide down,미끄러져 내려가다,800,3,Intermediate_800
6,98,splash,(물을) 튀기다,800,3,Intermediate_800
6,99,sport tournament,운동 경기,800,3,Intermediate_800
6,100,stadium,경기장,800,3,Intermediate_800
6,101,stay up,(잠을 자지 않고) 일어나 있다,800,3,Intermediate_800
6,102,stroll,"한가롭게 거닐다, 산책하다",800,3,Intermediate_800
6,103,take a break,잠깐 휴식을 취하다,800,3,Intermediate_800
6,104,take A for a walk,A를 산책에 데려가다,800,3,Intermediate_800
6,105,take a photograph,사진을 찍다,800,3,Intermediate_800
6,106,take a walk,산책하다,800,3,Intermediate_800
6,107,take great pleasure,큰 즐거움을 찾다,800,3,Intermediate_800
6,108,touch up a photograph,사진을 조금 수정하다,800,3,Intermediate_800
6,109,vacation package,"휴가 패키지, 여행 패키지",800,3,Intermediate_800
6,110,wait for seats,자리를 기다리다,800,3,Intermediate_800
6,111,wait in line,줄을 서서 기다리다,800,3,Intermediate_800
6,112,water the plants,화초에 물을 주다,800,3,Intermediate_800
6,113,amuse,"재미있게 하다, 즐겁게 하다",800,3,Intermediate_800
6,114,artistic,예술적인,800,3,Intermediate_800
6,115,donate,기부하다,800,3,Intermediate_800
6,116,even though,비록~일지라도,800,3,Intermediate_800
6,117,exhibit,"전시회, 전시하다",800,3,Intermediate_800
6,118,free admission,무료입장,800,3,Intermediate_800
6,119,make oneself at home,편히 쉬다,800,3,Intermediate_800
6,120,municipal,"자치 도시의, 시립의",800,3,Intermediate_800
6,121,owed,(돈을) 빚지고 있는,800,3,Intermediate_800
6,122,several,"몇몇의, 몇 개의",800,3,Intermediate_800
6,123,spectator,관중,800,3,Intermediate_800
6,124,usher,(극장 등의)좌석 안내원,800,3,Intermediate_800
6,125,win a contest,대회에서 이기다,800,3,Intermediate_800
6,126,admission to,~로 입장,800,3,Intermediate_800
6,127,contestant,"경기자, 경쟁자",800,3,Intermediate_800
6,128,delight,기쁨,800,3,Intermediate_800
6,129,do one's hair,머리 손질하다,800,3,Intermediate_800
6,130,enjoyable,"재미있는, 즐거운",800,3,Intermediate_800
6,131,group rate,단체 요금,800,3,Intermediate_800
6,132,head for,~로 향하다,800,3,Intermediate_800
6,133,out of order,고장 난,800,3,Intermediate_800
6,134,periodical,"정기 간행물, 주기적인",800,3,Intermediate_800
6,135,playing field,경기장,800,3,Intermediate_800
6,136,register for,~에 등록하다,800,3,Intermediate_800
6,137,show up,"나타나다, 돋보이게 하다",900,4,Advanced_900
6,138,take a tour,"여행하다, 둘러보다",900,4,Advanced_900
6,139,be in line,줄서다,900,4,Advanced_900
6,140,for change,기분 전환으로,900,4,Advanced_900
6,141,pass the time,"시간을 보내다, 시간을 떼우다",900,4,Advanced_900
6,142,pose,"자세를 취하다, (사진 등을 위한)자세",900,4,Advanced_900
6,143,stay tuned,채널을 고정시키다,900,4,Advanced_900
6,144,vacate,"집을 비우다, 방을 비우다",900,4,Advanced_900
6,145,appreciative,감사하는,900,4,Advanced_900
6,146,casually,"(복장을)캐주얼하게, 약식으로",900,4,Advanced_900
6,147,enlightening,"계몽적인, 깨우치는",900,4,Advanced_900
6,148,enthusiastically,"열광적으로, 매우 열심히",900,4,Advanced_900
6,149,excellence,"우수, 탁월성",900,4,Advanced_900
6,150,excursion,소풍,900,4,Advanced_900
6,151,festivity,"축제, 축하행사",900,4,Advanced_900
6,152,flock,"떼 지어가다, 모이다, 무리, 떼",900,4,Advanced_900
6,153,intriguingly,"흥미를 자아내어, 호기심을 자극하여",900,4,Advanced_900
6,154,leg room,(자동차 등에) 다리를 뻗을 수 있는 공간,900,4,Advanced_900
6,155,mural,벽화,900,4,Advanced_900
6,156,portrait,초상화,900,4,Advanced_900
6,157,publication,"출판, 출판물",900,4,Advanced_900
6,158,sculpture,조각상,900,4,Advanced_900
6,159,transferable,"양도가능한, 이동가능한",900,4,Advanced_900
6,160,unsanitary,비위생적인,900,4,Advanced_900
6,161,be in the mood for-ing,~하고 싶은 기분이다,900,4,Advanced_900
6,162,botanical garden,식물원,900,4,Advanced_900
6,163,censorship,검열(제도),900,4,Advanced_900
6,164,have yet to do,"아직~해야 한다, 아직~하고 있지 않다",900,4,Advanced_900
6,165,intermission,"(연극·영화의) 휴식 시간, 막간",900,4,Advanced_900
6,166,memoirs,"회고록, 전기",900,4,Advanced_900
6,167,must-see,꼭 보아야 할 것,900,4,Advanced_900
6,168,rally,"랠리, (자동차·오토바이 등의 경주), 집회",900,4,Advanced_900
7,1,survey,설문 조사,650,1,Headword_650
7,2,analysis,분석,650,1,Headword_650
7,3,respondent,응답자,650,1,Headword_650
7,4,monopoly,"(상품의)독점, 전매",650,1,Headword_650
7,5,competition,경쟁,650,1,Headword_650
7,6,consistently,"항상, 일관되게",650,1,Headword_650
7,7,demand,"수요, 요구하다",650,1,Headword_650
7,8,do one's utmost,전력을 다하다,650,1,Headword_650
7,9,expand,"확장하다, 확대하다",650,1,Headword_650
7,10,advanced,"고급의, 진보한, 앞선",650,1,Headword_650
7,11,postpone,"연기하다, 뒤로 미루다",650,1,Headword_650
7,12,additional,"추가의, 부가적인",650,1,Headword_650
7,13,appreciate,"고맙게 생각하다, 높이 평가하다, 감상하다",650,1,Headword_650
7,14,demonstration,"설명, 드러냄, 시연",650,1,Headword_650
7,15,buy,"사다, 구입하다",650,1,Headword_650
7,16,examine,조사하다,650,1,Headword_650
7,17,effective,"효과적인, (법률 등이) 발효되는, 시행되는",650,1,Headword_650
7,18,like,좋아하다,650,1,Headword_650
7,19,especially,특히,650,1,Headword_650
7,20,closely,"면밀히, 엄밀히",650,1,Headword_650
7,21,reserve,"예약하다, 지정하다, 보존하다",650,1,Headword_650
7,22,cooperate,"협력하다, 협동하다",650,1,Headword_650
7,23,very,"매우, 대단히, 아주",650,1,Headword_650
7,24,consecutive,연속적인,650,1,Headword_650
7,25,expectation,"예상, 기대",650,1,Headword_650
7,26,publicize,"공표하다, 광고하다, 선전하다",650,1,Headword_650
7,27,raise,"높이다, 올리다, (의문을)제기하다",650,1,Headword_650
7,28,extremely,"극도로, 대단히",650,1,Headword_650
7,29,affect,"~에 영향을 미치다, 불리하게 작용하다",650,1,Headword_650
7,30,target,"목표, 목표로 삼다",650,1,Headword_650
7,31,campaign,"운동, 캠페인",650,1,Headword_650
7,32,probable,"개연성이 높은, 유망한",650,1,Headword_650
7,33,focus,"집중시키다, 집중하다",650,1,Headword_650
7,34,seasonal,"계절의, 계절적인",650,1,Headword_650
7,35,impact,"영향, 충격",650,1,Headword_650
7,36,comparison,비교,650,1,Headword_650
7,37,gap,격차,650,1,Headword_650
7,38,mounting,"증가하는, 오르는",650,1,Headword_650
7,39,reflective,반영하는,650,1,Headword_650
7,40,after all,결국,650,1,Headword_650
7,41,answer the phone,전화를 받다,650,2,Basic_LCRC_650
7,42,as it is,있는 그대로,650,2,Basic_LCRC_650
7,43,be based on,~에 근거하다,650,2,Basic_LCRC_650
7,44,be familiar with,"~을 잘 알고 있다, ~에 익숙하다",650,2,Basic_LCRC_650
7,45,concrete,구체적인,650,2,Basic_LCRC_650
7,46,conflict with,"~과 상충되다, 충돌하다",650,2,Basic_LCRC_650
7,47,on display,"전시된, 진열된",650,2,Basic_LCRC_650
7,48,shadow,"그림자, 그늘",650,2,Basic_LCRC_650
7,49,around the world,전 세계에,650,2,Basic_LCRC_650
7,50,array,"진열, 배열",650,2,Basic_LCRC_650
7,51,attempt,"시도, 시도하다",650,2,Basic_LCRC_650
7,52,audiovisual,시청각의,650,2,Basic_LCRC_650
7,53,avoid,방지하다,650,2,Basic_LCRC_650
7,54,based,~에 기반을 둔,650,2,Basic_LCRC_650
7,55,cinema,"영화관, 극장",650,2,Basic_LCRC_650
7,56,competitive,"경쟁을 하는, 경쟁력 있는",650,2,Basic_LCRC_650
7,57,conclude,결론을 내리다,650,2,Basic_LCRC_650
7,58,energy drink,에너지 음료,650,2,Basic_LCRC_650
7,59,find out,찾아내다,650,2,Basic_LCRC_650
7,60,informal,"격식에 얽매이지 않는, 편안한",650,2,Basic_LCRC_650
7,61,marketplace,시장,650,2,Basic_LCRC_650
7,62,pattern,"무늬, 경향, 모범",650,2,Basic_LCRC_650
7,63,public relations(PR)department,홍보부,650,2,Basic_LCRC_650
7,64,sales,판매의,650,2,Basic_LCRC_650
7,65,strict,엄격한,650,2,Basic_LCRC_650
7,66,tool,도구,650,2,Basic_LCRC_650
7,67,typical,"전형적인, 대표적인",650,2,Basic_LCRC_650
7,68,all the way,"내내,멀리서",650,2,Basic_LCRC_650
7,69,appealing,"호소하는,매력적인",800,3,Intermediate_800
7,70,at once,"즉시,동시에",800,3,Intermediate_800
7,71,definite,"분명한,명확한",800,3,Intermediate_800
7,72,distinguish,구별하다,800,3,Intermediate_800
7,73,extraordinary,"이례적인,훌륭한",800,3,Intermediate_800
7,74,good for,"~에 유용한,좋은",800,3,Intermediate_800
7,75,in bloom,(꽃이)핀,800,3,Intermediate_800
7,76,in reference to,"~에 관하여,~과 관련하여",800,3,Intermediate_800
7,77,market stall,시장 가판대,800,3,Intermediate_800
7,78,mechanism,"기계 장치,메커니즘",800,3,Intermediate_800
7,79,metropolitan area,대도시 지역,800,3,Intermediate_800
7,80,national holiday,국경일,800,3,Intermediate_800
7,81,on schedule,"예정대로,시간표대로",800,3,Intermediate_800
7,82,over the lnternet,인터넷을 통해,800,3,Intermediate_800
7,83,preview,"예고편,시사회",800,3,Intermediate_800
7,84,public display,공개 전시,800,3,Intermediate_800
7,85,run a campaign,캠페인을 벌이다,800,3,Intermediate_800
7,86,serve a customer,손님을 상대하다,800,3,Intermediate_800
7,87,spouse,배우자,800,3,Intermediate_800
7,88,upside down,"거꾸로,뒤집혀",800,3,Intermediate_800
7,89,vending machine,자동판매기,800,3,Intermediate_800
7,90,visible,"보이는,알아볼 수 있는",800,3,Intermediate_800
7,91,as opposed to,~과는 대조적으로,800,3,Intermediate_800
7,92,boldly,대담하게,800,3,Intermediate_800
7,93,call on,"~를 방문하다,부르다",800,3,Intermediate_800
7,94,excluding,~을 제외하고,800,3,Intermediate_800
7,95,expectancy,"기대,예상",800,3,Intermediate_800
7,96,forgetfully,"깜빡 잊어서,소홀하게도",800,3,Intermediate_800
7,97,noteworthy,주목할 만한,800,3,Intermediate_800
7,98,perception,"인식,지각",800,3,Intermediate_800
7,99,potentially,"가능성 있게,잠재적으로",800,3,Intermediate_800
7,100,a complete line of,~의 전 제품,800,3,Intermediate_800
7,101,accept the offer,제안을 수락하다,800,3,Intermediate_800
7,102,astonishingly,놀랍게도,800,3,Intermediate_800
7,103,be noted for,~으로 유명하다,800,3,Intermediate_800
7,104,claim,"(사실·소유권의)주장,요구,청구",800,3,Intermediate_800
7,105,classified ad,짧은 신문 광고,800,3,Intermediate_800
7,106,compilation,"편집,편집물",800,3,Intermediate_800
7,107,comprehensible,"이해할 수 있는,알기 쉬운",800,3,Intermediate_800
7,108,criticize,"비평하다,비난하다",800,3,Intermediate_800
7,109,dumping,덤핑(투매),800,3,Intermediate_800
7,110,first priority,최우선 사항,800,3,Intermediate_800
7,111,fixed price,정가,800,3,Intermediate_800
7,112,have control over,~을 제어하다,800,3,Intermediate_800
7,113,have little chance of -ing,~할 확률이 적다,800,3,Intermediate_800
7,114,in favor of,"~에 찬성하여, ~에 이익이 되도록",800,3,Intermediate_800
7,115,keep A informed of B,A에게 B에 대해 알려주다,800,3,Intermediate_800
7,116,make an assessment,평가를 내리다,800,3,Intermediate_800
7,117,mediate,중재하다,800,3,Intermediate_800
7,118,minimize the risk of,~의 위험을 최소화하다,800,3,Intermediate_800
7,119,modestly,겸손하게,800,3,Intermediate_800
7,120,persistent,"끊임없는,계속되는",800,3,Intermediate_800
7,121,publicity,"선전,(대중매체의)관심",800,3,Intermediate_800
7,122,release date,발표 일시,800,3,Intermediate_800
7,123,stay competitive,경쟁력을 유지하다,800,3,Intermediate_800
7,124,striking difference,두드러지는 차이점,800,3,Intermediate_800
7,125,take a long time,오래걸리다,800,3,Intermediate_800
7,126,take action,조치를 취하다,800,3,Intermediate_800
7,127,trademark,상표,800,3,Intermediate_800
7,128,turn to,"~쪽으로 향하다,~에 의지하다",800,3,Intermediate_800
7,129,unacceptable,받아들일 수 없는,800,3,Intermediate_800
7,130,verify,증명하다,800,3,Intermediate_800
7,131,with the exception of,~을 제외하고,800,3,Intermediate_800
7,132,without notice,예고 없이,800,3,Intermediate_800
7,133,a piece of equipment,장비 하나,800,3,Intermediate_800
7,134,randomly,"임의로,무작위로",800,3,Intermediate_800
7,135,suitable,"적합한,알맞은",800,3,Intermediate_800
7,136,all-out,총력을 다한,800,3,Intermediate_800
7,137,all walks of life,모든 계층,900,4,Advanced_900
7,138,at a stretch,계속해서,900,4,Advanced_900
7,139,back up,"지지하다, 입증하다, (교통이)정체되다",900,4,Advanced_900
7,140,focus group,표적 집단,900,4,Advanced_900
7,141,misleading,"오도하는, 그릇된 인상을 주는",900,4,Advanced_900
7,142,capture,"(감정·분위기 등을) 담아내다, 포착하다",900,4,Advanced_900
7,143,consolidate,(권력·지휘 등을) 강화하다,900,4,Advanced_900
7,144,contend,"(문제에)대처하다, (곤란과) 싸우다",900,4,Advanced_900
7,145,gauge,측정하다,900,4,Advanced_900
7,146,momentum,"추진력, 탄성",900,4,Advanced_900
7,147,recognizable,알아볼 수 있는,900,4,Advanced_900
7,148,segment,"부분, 조각",900,4,Advanced_900
7,149,telling,"효과적인, 감정을 드러내는",900,4,Advanced_900
7,150,confiscation,"몰수, 압수",900,4,Advanced_900
7,151,constitute,~을 구성하다,900,4,Advanced_900
7,152,drive up,(값을) 올리다,900,4,Advanced_900
7,153,endorsement,(공개적인) 지지,900,4,Advanced_900
7,154,feasibility study,"예비 조사, 타당성 조사",900,4,Advanced_900
7,155,intervention,간섭,900,4,Advanced_900
7,156,irretrievable,"회복할 수 없는, 돌이킬 수 없는",900,4,Advanced_900
7,157,jeopardize,"위태롭게 하다, 위험에 빠뜨리다",900,4,Advanced_900
7,158,legible,읽기 쉬운,900,4,Advanced_900
7,159,lose ground,"약세를 보이다, 세력을 잃다",900,4,Advanced_900
7,160,public profile,"인지도, 대중의 관심",900,4,Advanced_900
7,161,reputable,평판이 좋은,900,4,Advanced_900
7,162,set forth,"(여행에) 나서다, 설명하다",900,4,Advanced_900
7,163,set out,"(여행에) 나서다, 설명하다",900,4,Advanced_900
7,164,setback,"방해, 퇴보",900,4,Advanced_900
7,165,take a stand against,"~에 반대하다, 맞서다",900,4,Advanced_900
7,166,underlying,근본적인,900,4,Advanced_900
7,167,vanish,"사라지다, 없어지다",900,4,Advanced_900
7,168,sightseeing,관광,900,4,Advanced_900
8,1,advertisement,광고,650,1,Headword_650
8,2,marginal,"약간의, 주변의",650,1,Headword_650
8,3,customer,고객,650,1,Headword_650
8,4,influence,"~에 영향을 주다, 영향",650,1,Headword_650
8,5,instantly,"즉각적으로, 즉시",650,1,Headword_650
8,6,creative,"창조적인, 독창적인",650,1,Headword_650
8,7,aggressively,적극적으로,650,1,Headword_650
8,8,aim,"~을 겨누다, 목표, 목적",650,1,Headword_650
8,9,strategy,전략,650,1,Headword_650
8,10,indicate,"보여주다, 나타내다",650,1,Headword_650
8,11,attract,"끌다, 유인하다",650,1,Headword_650
8,12,experience,"경험, 체험, 체험하다, 경험하다",650,1,Headword_650
8,13,analyze,"분석하다, 분석적으로 검토하다",650,1,Headword_650
8,14,introduce,"(신제품을) 발표하다, 소개하다",650,1,Headword_650
8,15,advise,"조언해 주다, 충고하다",650,1,Headword_650
8,16,subscribe,구독하다,650,1,Headword_650
8,17,absence,"부재, 결근, 결석",650,1,Headword_650
8,18,means,"방법, 수단",650,1,Headword_650
8,19,prefer,"(다른 것보다)~을 더 좋아하다, 선호하다",650,1,Headword_650
8,20,advantage,"이점, 강점",650,1,Headword_650
8,21,forward,"앞으로, (물건, 정보를)보내다",650,1,Headword_650
8,22,contemporary,"동시대의, 현대의, 당대의",650,1,Headword_650
8,23,discussion,"토론, 토의",650,1,Headword_650
8,24,initial,"처음의, 최초의",650,1,Headword_650
8,25,steadily,"착실하게, 꾸준히",650,1,Headword_650
8,26,necessarily,반드시,650,1,Headword_650
8,27,resolve,(문제 등을)해결하다,650,1,Headword_650
8,28,detect,"간파하다, 탐지하다",650,1,Headword_650
8,29,intensify,"강화하다, 증대하다, 강렬하게 만들다",650,1,Headword_650
8,30,favorably,"호의적으로, 순조롭게",650,1,Headword_650
8,31,cover,"포함하다, 지불하다, 덮다",650,1,Headword_650
8,32,less,"보다 적은, 덜한",650,1,Headword_650
8,33,majority,"대부분, 대다수",650,1,Headword_650
8,34,adopt,채택하다,650,1,Headword_650
8,35,largely,"주로, 대부분",650,1,Headword_650
8,36,disregard,"소홀히 하다, 무시하다",650,1,Headword_650
8,37,effort,노력,650,1,Headword_650
8,38,incentive,"혜택, 장려금",650,1,Headword_650
8,39,need,"필요, 요구, 욕구, ~할 필요가 있다",650,1,Headword_650
8,40,mastermind,"(계획 등의)입안자, 지도자",650,1,Headword_650
8,41,celebration,축하,650,2,Basic_LCRC_650
8,42,curious,"호기심 많은, 궁금해하는",650,2,Basic_LCRC_650
8,43,drop by,잠깐 들르다,650,2,Basic_LCRC_650
8,44,first step,첫 단계,650,2,Basic_LCRC_650
8,45,for now,"우선은, 당분간은",650,2,Basic_LCRC_650
8,46,gather,모으다,650,2,Basic_LCRC_650
8,47,get together,"한데 모이다, 조직하다",650,2,Basic_LCRC_650
8,48,hole,"구멍, 틈",650,2,Basic_LCRC_650
8,49,in total,"모두 합해, 총",650,2,Basic_LCRC_650
8,50,in use,사용되는,650,2,Basic_LCRC_650
8,51,practical,실용적인,650,2,Basic_LCRC_650
8,52,shovel,"삽, (눈을)치우다, 삽질하다",650,2,Basic_LCRC_650
8,53,show,"전시회, 보여주다",650,2,Basic_LCRC_650
8,54,space,"공간, 장소, ~의 공간을 정하다",650,2,Basic_LCRC_650
8,55,advertise,광고하다,650,2,Basic_LCRC_650
8,56,belief,"신념, 믿음",650,2,Basic_LCRC_650
8,57,belong to,"~에 속하다, 의 소유물이다",650,2,Basic_LCRC_650
8,58,be open for business,영업 중이다,650,2,Basic_LCRC_650
8,59,best-selling author,베스트셀러 작가,650,2,Basic_LCRC_650
8,60,consumer,소비자,650,2,Basic_LCRC_650
8,61,entry fee,참가비용,650,2,Basic_LCRC_650
8,62,experiment,실험,650,2,Basic_LCRC_650
8,63,findings,조사 결과,650,2,Basic_LCRC_650
8,64,full,"가득 찬, 완전한",650,2,Basic_LCRC_650
8,65,obviously,명백하게,650,2,Basic_LCRC_650
8,66,photographer,사진가,650,2,Basic_LCRC_650
8,67,primarily,"주로, 원래",650,2,Basic_LCRC_650
8,68,sales target,"판매 대상, 판매 목표",650,2,Basic_LCRC_650
8,69,advertising campaign,광고 캠페인,800,3,Intermediate_800
8,70,be anxious to do,몹시 ~하고 싶다,800,3,Intermediate_800
8,71,bring on,~을 초래하다,800,3,Intermediate_800
8,72,chase,"뒤쫓다, 추구하다",800,3,Intermediate_800
8,73,come along,"함께 가다, 함께 오다",800,3,Intermediate_800
